raw_row_number,date,time,location,district,service_area,subject_age,subject_race,subject_sex,type,arrest_made,contraband_found,frisk_performed,search_conducted,search_person,search_vehicle,raw_race,raw_individual_contraband,raw_vehicle_contraband
324972,1/17/2014,21:40:00,5300 BLOCK N 16TH ST,35,353,56,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
220265,1/17/2014,21:50:00,S 58TH ST / OSAGE AV,18,181,28,black,male,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
276115,1/17/2014,22:00:00,100 BLOCK E CLEARFIELD ST,24,242,22,hispanic,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Latino,FALSE,FALSE
276116,1/17/2014,22:00:00,300 BLOCK E WILLIAM ST,24,242,27,white,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Non-Latino,FALSE,FALSE
86905,1/17/2014,22:15:00,5600 BLOCK SUMMERDALE AV,2,21,14,black,female,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
86906,1/17/2014,22:15:00,5600 BLOCK SUMMERDALE AV,2,21,13,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
90185,1/17/2014,22:20:00,2700 BLOCK S BROAD ST,1,12,29,white,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Non-Latino,FALSE,FALSE
220266,1/17/2014,22:45:00,400 BLOCK S 58TH ST,18,182,59,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
391995,1/17/2014,23:00:00,5500 BLOCK CHESTER AV,12,124,27,black,male,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
156759,1/17/2014,23:00:00,6600 BLOCK WOODLAND AV,12,123,26,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
156761,1/17/2014,23:07:00,5600 BLOCK WILLOWS AVE,12,124,37,white,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Non-Latino,FALSE,FALSE
156760,1/17/2014,23:15:00,5200 BLOCK GREENWAY AV,12,123,43,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
255703,1/17/2014,23:15:00,N 15TH ST / W YORK ST,22,221,25,white,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Non-Latino,FALSE,FALSE
220267,1/17/2014,23:24:00,5700 BLOCK LOCUST ST,18,182,34,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
236404,1/17/2014,23:51:00,N 59TH ST / LANSDOWNE AV,19,192,29,black,female,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
236403,1/17/2014,23:51:00,N 59TH ST / LANSDOWNE AV,19,192,26,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
256279,1/18/2014,0:00:00,N 29TH ST / CECIL B MOORE AV,22,224,19,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
236405,1/18/2014,0:00:00,W GIRARD AV / MERION AV,19,193,22,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
156762,1/18/2014,0:05:00,6800 BLOCK REGENT ST,12,122,25,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
236406,1/18/2014,0:15:00,N 54TH ST / DIAMOND ST,19,193,22,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
219905,1/18/2014,0:23:00,5300 BLOCK DELANCEY ST,18,182,43,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
219904,1/18/2014,0:23:00,S 58TH ST / RODMAN ST,18,181,36,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
156763,1/18/2014,0:30:00,6300 BLOCK ELMWOOD AV,12,123,16,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
236407,1/18/2014,0:34:00,N 59TH ST / UPLAND WAY,19,193,18,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
220271,1/18/2014,0:43:00,S 60TH ST / LOCUST ST,18,181,38,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
220270,1/18/2014,0:52:00,5200 BLOCK PINE ST,18,182,22,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
410355,1/18/2014,0:52:00,NA,12,123,27,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
220272,1/18/2014,1:00:00,6000 BLOCK PINE ST,18,181,24,asian/pacific islander,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Asian,FALSE,FALSE
255540,1/18/2014,1:05:00,2300 BLOCK N PARK AV,22,221,22,white,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Non-Latino,FALSE,FALSE
325159,1/18/2014,1:10:00,N 12TH ST / W CHEW AV,35,351,22,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
236022,1/18/2014,1:10:00,N 52ND ST / ARCH ST,19,192,45,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
220273,1/18/2014,1:10:00,S 48TH ST / PINE ST,18,183,23,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
255536,1/18/2014,1:30:00,1600 BLOCK N BROAD ST,22,222,23,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
255542,1/18/2014,1:30:00,N BROAD ST / W CUMBERLAND ST,22,221,38,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
156764,1/18/2014,1:35:00,6100 BLOCK WOODLAND AV,12,123,48,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
156765,1/18/2014,1:45:00,6000 BLOCK WOODLAND AV,12,123,22,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
156766,1/18/2014,1:45:00,6000 BLOCK WOODLAND AV,12,123,19,black,male,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
156767,1/18/2014,1:45:00,6000 BLOCK WOODLAND AV,12,123,21,black,male,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
220274,1/18/2014,2:05:00,S 56TH ST / SANSOM ST,18,182,54,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
255541,1/18/2014,2:30:00,2600 BLOCK N BROAD ST,22,221,60,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
302536,1/18/2014,3:30:00,2900 BLOCK N 05TH ST,25,254,37,hispanic,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Latino,FALSE,FALSE
236025,1/18/2014,3:50:00,1100 BLOCK N 63RD ST,19,191,23,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
236024,1/18/2014,3:50:00,1100 BLOCK N 63RD ST,19,192,25,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
236023,1/18/2014,3:50:00,1100 BLOCK N 63RD ST,19,191,30,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
276118,1/18/2014,5:20:00,2300 BLOCK CASTOR AV,24,241,19,black,male,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
276117,1/18/2014,6:10:00,3400 BLOCK ARAMINGO AV,24,243,37,white,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Non-Latino,FALSE,FALSE
276119,1/18/2014,7:00:00,2300 BLOCK CASTOR AV,24,241,25,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
85614,1/18/2014,8:20:00,S 22ND ST / SNYDER AV,1,11,39,white,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Non-Latino,FALSE,FALSE
255543,1/18/2014,8:34:00,2800 BLOCK W SEDGLEY AV,22,222,35,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
86907,1/18/2014,8:55:00,1400 BLOCK MAGEE AV,2,21,26,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
255549,1/18/2014,9:00:00,3100 BLOCK W MONTGOMERY AV,22,222,24,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
255550,1/18/2014,9:00:00,3100 BLOCK W MONTGOMERY AV,22,222,50,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
86908,1/18/2014,9:01:00,1300 BLOCK KNORR ST,2,21,27,hispanic,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Latino,FALSE,FALSE
255544,1/18/2014,9:10:00,2400 BLOCK N 33RD ST,22,222,30,black,female,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
393120,1/18/2014,9:13:00,1500 BLOCK S 55TH ST,12,124,61,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
255545,1/18/2014,9:13:00,2400 BLOCK N 33RD ST,22,222,22,black,male,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
255546,1/18/2014,9:23:00,2400 BLOCK N 33RD ST,22,222,28,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
255548,1/18/2014,10:05:00,2300 BLOCK N CLEVELAND ST,22,221,40,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
408823,1/18/2014,10:10:00,NA,12,122,44,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
255547,1/18/2014,10:14:00,1700 BLOCK N STILLMAN ST,22,224,49,black,female,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
156145,1/18/2014,10:16:00,2300 BLOCK S 63RD ST,12,123,35,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
86901,1/18/2014,10:20:00,6600 BLOCK HARBISON AV,2,21,34,white,male,pedestrian,TRUE,NA,FALSE,FALSE,FALSE,FALSE,White - Non-Latino,FALSE,FALSE
255551,1/18/2014,10:57:00,N 27TH ST / W YORK ST,22,222,68,asian/pacific islander,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Asian,FALSE,FALSE
255552,1/18/2014,11:09:00,BREWERY HILL DR / KELLY DR,22,222,56,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
256268,1/18/2014,11:50:00,1400 BLOCK N BROAD ST,22,221,32,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
255539,1/18/2014,13:08:00,2400 BLOCK N BROAD ST,22,221,44,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
255891,1/18/2014,13:15:00,N 13TH ST / W MONTGOMERY AV,22,221,59,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
255893,1/18/2014,13:17:00,1500 BLOCK N 33RD ST,22,224,28,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
302724,1/18/2014,13:20:00,3900 BLOCK WHITAKER AV,25,252,38,hispanic,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Latino,FALSE,FALSE
255538,1/18/2014,13:20:00,N BROAD ST / W SUSQUEHANNA AV,22,221,30,black,male,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
240908,1/18/2014,13:29:00,200 BLOCK COBBS CREEK PKWY,18,182,21,black,male,pedestrian,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Black - Non-Latino,TRUE,FALSE
399033,1/18/2014,13:30:00,3200 BLOCK W CUMBERLAND ST,22,222,63,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
255537,1/18/2014,13:40:00,N BROAD ST / JEFFERSON ST,22,223,23,white,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Non-Latino,FALSE,FALSE
255892,1/18/2014,13:46:00,N BROAD ST / W GIRARD AV,22,223,50,white,male,vehicular,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,White - Non-Latino,FALSE,TRUE
374150,1/18/2014,14:00:00,3800 BLOCK N BOUVIER ST,39,392,29,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
255894,1/18/2014,14:22:00,2800 BLOCK W LEHIGH AV,22,222,18,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
156149,1/18/2014,14:48:00,5900 BLOCK SPRINGFIELD AV,12,122,53,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
156147,1/18/2014,15:00:00,2600 BLOCK S 63RD STREET AV,12,123,25,black,female,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
156148,1/18/2014,15:14:00,S 66TH ST / ELMWOOD AV,12,123,42,black,male,vehicular,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Black - Non-Latino,FALSE,TRUE
407417,1/18/2014,15:35:00,NA,1,12,31,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
255896,1/18/2014,15:45:00,2000 BLOCK N 25TH ST,22,222,18,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
156151,1/18/2014,15:47:00,1700 BLOCK S 65TH ST,12,122,44,white,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Non-Latino,FALSE,FALSE
407415,1/18/2014,15:58:00,NA,1,11,25,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
156150,1/18/2014,16:27:00,2100 BLOCK S 65TH ST,12,122,28,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
236416,1/18/2014,16:30:00,N 54TH ST / PEARL ST,19,192,34,black,male,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
236026,1/18/2014,16:40:00,1400 BLOCK N 59TH ST,19,192,62,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
236412,1/18/2014,16:40:00,N 52ND ST / ARCH ST,19,192,20,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
255922,1/18/2014,17:00:00,1200 BLOCK W NORRIS ST,22,221,32,hispanic,male,pedestrian,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,White - Latino,FALSE,FALSE
236413,1/18/2014,17:00:00,5900 BLOCK CALLOWHILL ST,19,192,27,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
256275,1/18/2014,17:00:00,N GRATZ ST / W YORK ST,22,221,44,unknown,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Unknown,FALSE,FALSE
236414,1/18/2014,17:05:00,5900 BLOCK MARKET ST,19,192,17,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
310857,1/18/2014,17:10:00,2200 BLOCK E YORK ST,26,263,26,asian/pacific islander,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Asian,FALSE,FALSE
405259,1/18/2014,17:15:00,N 56TH ST / HAVERFORD AV,19,192,25,black,male,vehicular,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Black - Non-Latino,FALSE,TRUE
399034,1/18/2014,17:17:00,2500 BLOCK N 16TH ST,22,221,24,black,male,vehicular,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Black - Non-Latino,FALSE,TRUE
256276,1/18/2014,17:17:00,2500 BLOCK N 16TH ST,22,221,39,white,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Non-Latino,FALSE,FALSE
156152,1/18/2014,17:18:00,2100 BLOCK GOULD ST,12,122,34,white,male,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,White - Non-Latino,FALSE,FALSE
156441,1/18/2014,17:20:00,5800 BLOCK WARRINGTON AV,12,124,23,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
236421,1/18/2014,17:30:00,1400 BLOCK N ALLISON ST,19,192,37,black,male,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
236418,1/18/2014,17:30:00,5200 BLOCK ARLINGTON ST,19,193,50,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
236417,1/18/2014,17:36:00,N 56TH ST / HAVERFORD AV,19,192,20,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
236419,1/18/2014,17:40:00,N 52ND ST / MARKET ST,19,192,55,black,male,pedestrian,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Black - Non-Latino,FALSE,FALSE
156442,1/18/2014,17:55:00,1300 BLOCK S PAXON ST,12,123,39,black,male,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
156443,1/18/2014,17:55:00,1300 BLOCK S PAXON ST,12,123,43,black,male,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
220286,1/18/2014,17:58:00,S REDFIELD ST / CEDAR AV,18,181,26,black,male,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
407416,1/18/2014,18:00:00,NA,1,12,21,white,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Non-Latino,FALSE,FALSE
90173,1/18/2014,18:09:00,2700 BLOCK SNYDER AV,1,11,43,white,female,vehicular,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,White - Non-Latino,FALSE,FALSE
90169,1/18/2014,18:19:00,2200 BLOCK OREGON AV,1,12,57,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
236420,1/18/2014,18:25:00,N 58TH ST / W GIRARD AV,19,192,55,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
90170|90171,1/18/2014,18:30:00,2400 BLOCK MOORE ST,1,11,28,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
156445,1/18/2014,18:30:00,2400 BLOCK S 62ND ST,12,123,35,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
234533,1/18/2014,18:30:00,5700 BLOCK HUNTER ST,19,192,42,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
156444,1/18/2014,18:30:00,S 63RD ST / ELMWOOD AV,12,123,49,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
407414,1/18/2014,18:30:00,NA,1,11,23,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
408974,1/18/2014,18:30:00,NA,19,192,63,black,female,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
156446,1/18/2014,18:35:00,2500 BLOCK S 62ND ST,12,123,NA,black,male,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
256277,1/18/2014,18:40:00,1300 BLOCK W LEHIGH AV,22,221,53,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
302539,1/18/2014,18:40:00,N 07TH ST / W CLEARFIELD ST,25,254,24,white,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Non-Latino,FALSE,FALSE
90177,1/18/2014,18:46:00,S 23RD ST / MIFFLIN ST,1,11,24,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
374151,1/18/2014,18:48:00,1600 BLOCK SAINT LUKES ST,39,392,23,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
276480,1/18/2014,18:52:00,H ST / E WESTMORELAND ST,24,242,19,hispanic,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Latino,FALSE,FALSE
156449,1/18/2014,18:55:00,6200 BLOCK BUIST AV,12,123,19,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
156448,1/18/2014,18:55:00,6200 BLOCK BUIST AV,12,123,19,black,male,vehicular,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
236789,1/18/2014,18:55:00,S 60TH ST / MARKET ST,19,192,15,black,male,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
302541,1/18/2014,18:57:00,GERMANTOWN AV / W LEHIGH AV,25,251,40,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
302543,1/18/2014,18:57:00,GERMANTOWN AV / W LEHIGH AV,25,254,38,black,male,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
302542,1/18/2014,19:10:00,N 05TH ST / W WESTMORELAND ST,25,253,36,hispanic,male,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,White - Latino,FALSE,FALSE
407425,1/18/2014,19:10:00,NA,1,11,47,asian/pacific islander,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Asian,FALSE,FALSE
156450,1/18/2014,19:15:00,5200 BLOCK SPRINGFIELD AV,12,124,54,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
156451,1/18/2014,19:15:00,6500 BLOCK WOODLAND AV,12,122,21,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
374153,1/18/2014,19:20:00,FOX ST / W ABBOTTSFORD AV,39,391,40,white,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Non-Latino,FALSE,FALSE
236415,1/18/2014,19:20:00,N SALFORD ST / MARKET ST,19,192,40,black,male,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
156481,1/18/2014,19:25:00,1500 BLOCK S 53RD ST,12,123,23,black,male,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
302069,1/18/2014,19:25:00,3600 BLOCK OLD YORK RD,25,254,21,hispanic,female,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Latino,FALSE,FALSE
302540,1/18/2014,19:25:00,3600 BLOCK OLD YORK RD,25,253,21,white,male,vehicular,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,White - Non-Latino,TRUE,TRUE
220275,1/18/2014,19:25:00,6000 BLOCK IRVING ST,18,181,50,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
220276,1/18/2014,19:25:00,6000 BLOCK IRVING ST,18,181,53,black,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
256278,1/18/2014,19:25:00,N BROAD ST / MASTER ST,22,223,22,asian/pacific islander,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Asian,FALSE,FALSE
412531,1/18/2014,19:25:00,NA,12,123,30,black,male,pedestrian,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
302063,1/18/2014,19:35:00,N 09TH ST / W ERIE AV,25,251,28,black,male,vehicular,FALSE,NA,TRUE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
302064,1/18/2014,19:35:00,N 09TH ST / W LEHIGH AV,25,254,38,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
374152,1/18/2014,19:35:00,N 21ST ST / W LEHIGH AV,39,393,31,black,female,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
276483,1/18/2014,19:40:00,2900 BLOCK KIP ST,24,242,25,white,female,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Non-Latino,FALSE,FALSE
276481,1/18/2014,19:40:00,2900 BLOCK KIP ST,24,242,26,white,female,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Non-Latino,FALSE,FALSE
156527,1/18/2014,19:40:00,S 56TH ST / GREENWAY AV,12,123,19,black,male,vehicular,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Black - Non-Latino,FALSE,FALSE
156529,1/18/2014,19:44:00,7300 BLOCK GARMAN ST,12,121,25,hispanic,male,pedestrian,FALSE,NA,FALSE,FALSE,FALSE,FALSE,White - Latino,FALSE,FALSE
